#OTU ID	example1	example2	example3	example4	example5	example6
OTU_714	0	3	4	0	0	0
OTU_715	0	2	2	0	0	0
OTU_716	0	1	0	0	0	0
OTU_717	0	1	0	0	0	0
OTU_718	0	1	0	0	0	0
OTU_719	0	1	0	0	0	0
OTU_72	2	0	0	0	0	0
OTU_720	0	1	1	0	0	0
OTU_721	0	1	1	0	0	0
OTU_722	0	1	0	0	0	0
OTU_723	0	1	0	0	0	0
OTU_724	0	1	0	0	0	0
OTU_725	0	1	0	0	0	0
OTU_726	0	1	0	0	0	0
OTU_727	0	2	0	0	0	0
OTU_728	0	1	0	0	0	0
OTU_729	0	1	0	0	0	0
OTU_73	6	1	6	0	0	0
OTU_730	0	1	3	0	0	0
OTU_731	0	2	0	0	0	0
OTU_732	0	1	0	0	0	0
OTU_733	0	1	0	0	0	0
OTU_734	0	1	0	0	0	0
OTU_735	0	1	2	0	0	0
OTU_736	0	4	8	0	0	0
OTU_737	0	1	0	0	0	0
OTU_738	0	1	1	0	0	0
OTU_739	0	1	0	0	0	0
OTU_74	2	0	2	0	0	0
OTU_740	0	1	3	0	0	0
OTU_741	0	1	0	0	0	0
OTU_742	0	1	0	0	0	0
OTU_743	0	1	1	0	0	0
OTU_744	0	1	0	0	0	0
OTU_745	0	1	0	0	0	0
OTU_746	0	1	0	0	0	0
OTU_747	0	1	0	0	0	0
OTU_748	0	1	0	0	0	0
OTU_749	0	1	0	0	0	0
OTU_75	2	0	0	0	0	0
OTU_750	0	1	0	0	0	0
OTU_751	0	3	2	0	0	0
OTU_752	0	1	0	0	0	0
OTU_753	0	1	1	0	0	0
OTU_754	0	1	0	0	0	0
OTU_755	0	1	0	0	0	0
OTU_756	0	1	0	0	0	0
OTU_757	0	1	0	0	0	0
OTU_758	0	1	0	0	0	0
OTU_759	0	1	0	0	0	0
OTU_76	1	0	0	0	0	0
OTU_760	0	1	0	0	0	0
OTU_761	0	1	0	0	0	0
OTU_762	0	1	0	0	0	0
OTU_763	0	1	2	0	0	0
OTU_764	0	1	0	0	0	0
OTU_765	0	1	0	0	0	0
OTU_766	0	1	0	0	0	0
OTU_767	0	1	0	0	0	0
OTU_768	0	1	0	0	0	0
OTU_769	0	1	0	0	0	0
OTU_77	3	0	0	0	0	0
OTU_770	0	1	0	0	0	0
OTU_771	0	1	2	0	0	0
OTU_772	0	1	0	0	0	0
OTU_773	0	1	0	0	0	0
OTU_774	0	1	0	0	0	0
OTU_775	0	1	0	0	0	0
OTU_776	0	1	0	0	0	0
OTU_777	0	1	0	0	0	0
OTU_778	0	1	0	0	0	0
OTU_779	0	2	0	0	0	0
OTU_78	2	0	0	0	0	0
OTU_780	0	1	0	0	0	0
OTU_781	0	1	0	0	0	0
OTU_782	0	1	0	0	0	0
OTU_783	0	1	2	0	0	0
OTU_784	0	1	3	0	0	0
OTU_785	0	1	0	0	0	0
OTU_786	0	1	0	0	0	0
OTU_787	0	1	1	0	0	0
OTU_788	0	1	0	0	0	0
OTU_789	0	1	0	0	0	0
OTU_79	1	0	0	0	0	0
OTU_790	0	1	0	0	0	0
OTU_791	0	2	0	0	0	0
OTU_792	0	1	2	0	0	0
OTU_793	0	1	0	0	0	0
OTU_794	0	1	1	0	0	0
OTU_795	0	1	0	0	0	0
OTU_796	0	1	2	0	0	0
OTU_797	0	1	0	0	0	0
OTU_798	0	1	0	0	0	0
OTU_799	0	1	0	0	0	0
OTU_8	2	0	0	0	0	0
OTU_80	3	0	0	0	0	0
OTU_800	0	1	0	0	0	0
OTU_801	0	1	0	0	0	0
OTU_802	0	1	0	0	0	0
OTU_803	0	1	1	0	0	0
OTU_804	0	1	0	0	0	0
OTU_805	0	1	0	0	0	0
OTU_806	0	1	0	0	0	0
OTU_807	0	1	0	0	0	0
OTU_808	0	1	2	0	0	0
OTU_809	0	1	0	0	0	0
OTU_81	1	0	0	0	0	0
OTU_810	0	1	0	0	0	0
OTU_811	0	1	0	0	0	0
OTU_812	0	1	0	0	0	0
OTU_813	0	1	0	0	0	0
OTU_814	0	0	1	0	0	0
OTU_815	0	0	1	0	0	0
OTU_816	0	0	1	0	0	0
OTU_817	0	0	1	0	0	0
OTU_818	0	0	3	0	0	0
OTU_819	0	0	2	0	0	0
OTU_82	4	2	1	0	0	0
OTU_820	0	0	1	0	0	0
OTU_821	0	0	1	0	0	0
OTU_822	0	0	1	0	0	0
OTU_823	0	0	1	0	0	0
OTU_824	0	0	2	0	0	0
OTU_825	0	0	4	0	0	0
OTU_826	0	0	1	0	0	0
OTU_827	0	0	1	0	0	0
OTU_828	0	0	1	0	0	0
OTU_829	0	0	2	0	0	0
OTU_83	9	9	6	0	0	0
OTU_830	0	0	1	0	0	0
OTU_831	0	0	1	0	0	0
OTU_832	0	0	1	0	0	0
OTU_833	0	0	2	0	0	0
OTU_834	0	0	1	0	0	0
OTU_835	0	0	1	0	0	0
OTU_836	0	0	2	0	0	0
OTU_837	0	0	1	0	0	0
OTU_838	0	0	1	0	0	0
OTU_839	0	0	2	0	0	0
OTU_84	2	3	1	0	0	0
OTU_840	0	0	2	0	0	0
OTU_841	0	0	1	0	0	0
OTU_842	0	0	1	0	0	0
OTU_843	0	0	1	0	0	0
OTU_844	0	0	1	0	0	0
OTU_845	0	0	1	0	0	0
OTU_846	0	0	1	0	0	0
OTU_847	0	0	1	0	0	0
OTU_848	0	0	1	0	0	0
OTU_849	0	0	1	0	0	0
OTU_85	1	0	0	0	0	0
OTU_850	0	0	1	0	0	0
OTU_851	0	0	1	0	0	0
OTU_852	0	0	1	0	0	0
OTU_853	0	0	1	0	0	0
OTU_854	0	0	1	0	0	0
OTU_855	0	0	1	0	0	0
OTU_856	0	0	1	0	0	0
OTU_857	0	0	1	0	0	0
OTU_858	0	0	1	0	0	0
OTU_859	0	0	1	0	0	0
OTU_86	4	1	0	0	0	0
OTU_860	0	0	1	0	0	0
OTU_861	0	0	2	0	0	0
OTU_862	0	0	1	0	0	0
OTU_863	0	0	1	0	0	0
OTU_864	0	0	1	0	0	0
OTU_865	0	0	1	0	0	0
OTU_866	0	0	1	0	0	0
OTU_867	0	0	2	0	0	0
OTU_868	0	0	1	0	0	0
OTU_869	0	0	1	0	0	0
OTU_87	2	2	0	0	0	0
OTU_870	0	0	1	0	0	0
OTU_871	0	0	1	0	0	0
OTU_872	0	0	2	0	0	0
OTU_873	0	0	1	0	0	0
OTU_874	0	0	1	0	0	0
OTU_875	0	0	1	0	0	0
OTU_876	0	0	1	0	0	0
OTU_877	0	0	1	0	0	0
OTU_878	0	0	1	0	0	0
OTU_879	0	0	1	0	0	0
OTU_88	1	0	0	0	0	0
OTU_880	0	0	1	0	0	0
OTU_881	0	0	1	0	0	0
OTU_882	0	0	1	0	0	0
OTU_883	0	0	1	0	0	0
OTU_884	0	0	5	0	0	0
OTU_885	0	0	1	0	0	0
OTU_886	0	0	2	0	0	0
OTU_887	0	0	2	0	0	0
OTU_888	0	0	1	0	0	0
OTU_889	0	0	1	0	0	0
OTU_89	1	0	0	0	0	0
OTU_890	0	0	1	0	0	0
OTU_891	0	0	1	0	0	0
OTU_892	0	0	1	0	0	0
OTU_893	0	0	1	0	0	0
OTU_894	0	0	1	0	0	0
OTU_895	0	0	1	0	0	0
OTU_896	0	0	1	0	0	0
OTU_897	0	0	1	0	0	0
OTU_898	0	0	1	0	0	0
OTU_899	0	0	2	0	0	0
OTU_9	1	0	0	0	0	0
OTU_90	12	4	6	0	0	0
OTU_900	0	0	1	0	0	0
OTU_901	0	0	1	0	0	0
OTU_902	0	0	1	0	0	0
OTU_903	0	0	1	0	0	0
OTU_904	0	0	1	0	0	0
OTU_905	0	0	1	0	0	0
OTU_906	0	0	2	0	0	0
OTU_907	0	0	1	0	0	0
OTU_908	0	0	1	0	0	0
OTU_909	0	0	1	0	0	0
OTU_91	2	0	1	0	0	0
OTU_910	0	0	1	0	0	0
OTU_911	0	0	1	0	0	0
OTU_912	0	0	1	0	0	0
OTU_913	0	0	1	0	0	0
OTU_914	0	0	1	0	0	0
OTU_915	0	0	1	0	0	0
OTU_916	0	0	1	0	0	0
OTU_917	0	0	1	0	0	0
OTU_918	0	0	1	0	0	0
OTU_919	0	0	3	0	0	0
OTU_92	1	1	0	0	0	0
OTU_920	0	0	1	0	0	0
OTU_921	0	0	2	0	0	0
OTU_922	0	0	1	0	0	0
OTU_923	0	0	1	0	0	0
OTU_924	0	0	1	0	0	0
OTU_925	0	0	1	0	0	0
OTU_926	0	0	1	0	0	0
OTU_927	0	0	2	0	0	0
OTU_928	0	0	1	0	0	0
OTU_929	0	0	1	0	0	0
OTU_93	8	3	4	0	0	0
OTU_930	0	0	1	0	0	0
OTU_931	0	0	1	0	0	0
OTU_932	0	0	2	0	0	0
OTU_933	0	0	2	0	0	0
OTU_934	0	0	1	0	0	0
OTU_935	0	0	2	0	0	0
OTU_936	0	0	1	0	0	0
OTU_937	0	0	1	0	0	0
OTU_938	0	0	1	0	0	0
OTU_939	0	0	1	0	0	0
OTU_94	6	1	2	0	0	0
OTU_940	0	0	1	0	0	0
OTU_941	0	0	1	0	0	0
OTU_942	0	0	1	0	0	0
OTU_943	0	0	2	0	0	0
OTU_944	0	0	3	0	0	0
OTU_945	0	0	1	0	0	0
OTU_946	0	0	1	0	0	0
OTU_947	0	0	1	0	0	0
OTU_948	0	0	1	0	0	0
OTU_949	0	0	1	0	0	0
OTU_95	8	2	6	0	0	0
OTU_950	0	0	1	0	0	0
OTU_951	0	0	1	0	0	0
OTU_952	0	0	1	0	0	0
OTU_953	0	0	1	0	0	0
OTU_954	0	0	1	0	0	0
OTU_955	0	0	1	0	0	0
OTU_956	0	0	2	0	0	0
OTU_957	0	0	1	0	0	0
OTU_958	0	0	1	0	0	0
OTU_959	0	0	1	0	0	0
OTU_96	13	10	11	0	0	0
OTU_960	0	0	1	0	0	0
OTU_961	0	0	1	0	0	0
OTU_962	0	0	1	0	0	0
OTU_963	0	0	1	0	0	0
OTU_964	0	0	1	0	0	0
OTU_965	0	0	1	0	0	0
OTU_966	0	0	1	0	0	0
OTU_967	0	0	1	0	0	0
OTU_968	0	0	1	0	0	0
OTU_969	0	0	1	0	0	0
OTU_97	1	1	1	0	0	0
OTU_970	0	0	1	0	0	0
OTU_971	0	0	1	0	0	0
OTU_972	0	0	1	0	0	0
OTU_973	0	0	2	0	0	0
OTU_974	0	0	1	0	0	0
OTU_975	0	0	1	0	0	0
OTU_976	0	0	1	0	0	0
OTU_977	0	0	1	0	0	0
OTU_978	0	0	1	0	0	0
OTU_979	0	0	1	0	0	0
OTU_98	1	0	0	0	0	0
OTU_980	0	0	1	0	0	0
OTU_981	0	0	1	0	0	0
OTU_982	0	0	1	0	0	0
OTU_983	0	0	1	0	0	0
OTU_984	0	0	1	0	0	0
OTU_985	0	0	2	0	0	0
OTU_986	0	0	1	0	0	0
OTU_987	0	0	1	0	0	0
OTU_988	0	0	1	0	0	0
OTU_989	0	0	1	0	0	0
OTU_99	1	0	0	0	0	0
OTU_990	0	0	1	0	0	0
OTU_991	0	0	1	0	0	0
OTU_992	0	0	1	0	0	0
OTU_993	0	0	1	0	0	0
OTU_994	0	0	1	0	0	0
OTU_995	0	0	1	0	0	0
OTU_996	0	0	1	0	0	0
OTU_997	0	0	2	0	0	0
OTU_998	0	0	1	0	0	0
OTU_999	0	0	1	0	0	0
